Source,Dest,Range
Starlunk-30-14,Starlunk-65-5,941.948821690324
Starlunk-30-14,Starlunk-66-4,1103.68725137481
Starlunk-30-14,Starlunk-66-5,1442.5800568571
Starlunk-30-14,Starlunk-67-4,1251.25991806821
Starlunk-30-14,Starlunk-67-5,1995.8580085301
Starlunk-30-14,Starlunk-68-4,1624.88425869273
Starlunk-30-15,Starlunk-26-16,1980.09123126489
Starlunk-30-15,Starlunk-27-15,1704.99925309108
Starlunk-30-15,Starlunk-27-16,1758.8707161965
Starlunk-30-15,Starlunk-28-15,1138.4724687045
Starlunk-30-15,Starlunk-28-16,1718.20467218357
Starlunk-30-15,Starlunk-29-15,569.778537267081
Starlunk-30-15,Starlunk-29-16,1870.19804106587
Starlunk-30-15,Starlunk-31-14,1855.57005297132
Starlunk-30-15,Starlunk-31-15,569.778537267205
Starlunk-30-15,Starlunk-32-14,1652.55767061149
Starlunk-30-15,Starlunk-32-15,1138.47246870463
Starlunk-30-15,Starlunk-33-14,1611.07745132785
Starlunk-30-15,Starlunk-33-15,1704.9992530912
Starlunk-30-15,Starlunk-34-14,1742.99788161457
Starlunk-30-15,Starlunk-56-8,1829.2799977357
Starlunk-30-15,Starlunk-57-8,1281.49924497433
Starlunk-30-15,Starlunk-58-8,751.009208281754
Starlunk-30-15,Starlunk-59-8,346.113861700673
Starlunk-30-15,Starlunk-60-7,1642.13831554941
Starlunk-30-15,Starlunk-60-8,559.429191680761
Starlunk-30-15,Starlunk-61-7,1407.52047270709
Starlunk-30-15,Starlunk-61-8,1068.66429018613
Starlunk-30-15,Starlunk-62-7,1395.57634370253
Starlunk-30-15,Starlunk-62-8,1612.67852402407
Starlunk-30-15,Starlunk-63-7,1611.34459524795
Starlunk-30-15,Starlunk-64-7,1980.54799401389
Starlunk-30-15,Starlunk-1-3,1826.8760908815
Starlunk-30-15,Starlunk-26-16,1927.3948169028
Starlunk-30-15,Starlunk-27-15,1786.75131180271
Starlunk-30-15,Starlunk-27-16,1724.80022597737
Starlunk-30-15,Starlunk-28-15,1193.0604504495
Starlunk-30-15,Starlunk-28-16,1701.85396650737
Starlunk-30-15,Starlunk-29-15,597.098530719855
Starlunk-30-15,Starlunk-29-16,1865.35854595204
Starlunk-30-15,Starlunk-31-14,1874.21893273572
Starlunk-30-15,Starlunk-31-15,597.098530719853
Starlunk-30-15,Starlunk-32-14,1737.67141142576
Starlunk-30-15,Starlunk-32-15,1193.0604504495
Starlunk-30-15,Starlunk-33-14,1802.101401203
Starlunk-30-15,Starlunk-33-15,1786.75131180271
Starlunk-30-15,Starlunk-66-4,1468.01082935982
Starlunk-30-15,Starlunk-67-4,963.041718454029
Starlunk-30-15,Starlunk-68-3,1809.47808165338
Starlunk-30-15,Starlunk-68-4,645.87996916435
Starlunk-30-15,Starlunk-69-3,1386.65816565322
Starlunk-30-15,Starlunk-69-4,792.511291620057
Starlunk-30-15,Starlunk-70-3,1118.45613262569
Starlunk-30-15,Starlunk-70-4,1248.43254239622
Starlunk-30-15,Starlunk-71-3,1124.14148239068
Starlunk-30-15,Starlunk-71-4,1789.30382854915
Starlunk-30-15,Starlunk-72-3,1400.34770289759
Starlunk-30-16,Starlunk-27-16,1804.11115568818
Starlunk-30-16,Starlunk-27-17,1803.53495882306
Starlunk-30-16,Starlunk-28-16,1204.65207096717
Starlunk-30-16,Starlunk-28-17,1738.37011706088
Starlunk-30-16,Starlunk-29-16,602.899862561015
Starlunk-30-16,Starlunk-29-17,1874.42615761384
Starlunk-30-16,Starlunk-31-15,1870.19804106568
Starlunk-30-16,Starlunk-31-16,602.899862561133
Starlunk-30-16,Starlunk-32-15,1718.2046721834
Starlunk-30-16,Starlunk-32-16,1204.65207096729
Starlunk-30-16,Starlunk-33-15,1758.87071619637
Starlunk-30-16,Starlunk-33-16,1804.1111556883
Starlunk-30-16,Starlunk-34-15,1980.09123126482
Starlunk-30-16,Starlunk-61-7,1738.86864689682
Starlunk-30-16,Starlunk-62-7,1158.40380855002
Starlunk-30-16,Starlunk-63-7,610.988286995332
Starlunk-30-16,Starlunk-64-6,1853.36705542686
Starlunk-30-16,Starlunk-64-7,353.917583601808
Starlunk-30-16,Starlunk-65-6,1526.49589982912
Starlunk-30-16,Starlunk-65-7,774.364316052337
Starlunk-30-16,Starlunk-66-6,1396.22469973605
Starlunk-30-16,Starlunk-66-7,1338.97112143272
Starlunk-30-16,Starlunk-67-6,1515.1330606296
Starlunk-30-16,Starlunk-67-7,1922.44307237029
Starlunk-30-16,Starlunk-68-6,1834.69599519144
Starlunk-30-16,Starlunk-1-2,1689.82229829271
Starlunk-30-16,Starlunk-1-3,613.085239015875
Starlunk-30-16,Starlunk-2-2,1302.77111720284
Starlunk-30-16,Starlunk-2-3,883.954118371685
Starlunk-30-16,Starlunk-3-2,1050.26839542491
Starlunk-30-16,Starlunk-3-3,1349.13146854556
Starlunk-30-16,Starlunk-4-2,1038.06290145824
Starlunk-30-16,Starlunk-4-3,1866.63072647056
Starlunk-30-16,Starlunk-5-2,1273.16111558593
Starlunk-30-16,Starlunk-6-2,1651.97526797552
Starlunk-30-16,Starlunk-25-17,1886.04571231199
Starlunk-30-16,Starlunk-26-17,1647.43706989466
Starlunk-30-16,Starlunk-27-16,1659.45233945399
Starlunk-30-16,Starlunk-27-17,1551.82595204961
Starlunk-30-16,Starlunk-28-16,1108.05960657777
Starlunk-30-16,Starlunk-28-17,1625.37412859941
Starlunk-30-16,Starlunk-29-16,554.557619262587
Starlunk-30-16,Starlunk-29-17,1847.51246044984
Starlunk-30-16,Starlunk-31-15,1865.35854595204
Starlunk-30-16,Starlunk-31-16,554.55761926258
Starlunk-30-16,Starlunk-32-15,1701.85396650737
Starlunk-30-16,Starlunk-32-16,1108.05960657777
Starlunk-30-16,Starlunk-33-15,1724.80022597736
Starlunk-30-16,Starlunk-33-16,1659.45233945398
Starlunk-30-16,Starlunk-34-15,1927.3948169028
Starlunk-30-16,Starlunk-70-3,1722.12224082407
Starlunk-30-16,Starlunk-71-3,1213.34680445998
Starlunk-30-16,Starlunk-72-3,778.933700937155
Starlunk-30-17,Starlunk-26-18,1944.16747289821
Starlunk-30-17,Starlunk-27-17,1792.85345858866
Starlunk-30-17,Starlunk-27-18,1735.43551704715
Starlunk-30-17,Starlunk-28-17,1197.13501300625
Starlunk-30-17,Starlunk-28-18,1706.71096404489
Starlunk-30-17,Starlunk-29-17,599.137752885755
Starlunk-30-17,Starlunk-29-18,1866.52546120087
Starlunk-30-17,Starlunk-31-16,1874.42615761365
Starlunk-30-17,Starlunk-31-17,599.137752885873
Starlunk-30-17,Starlunk-32-16,1738.37011706071
Starlunk-30-17,Starlunk-32-17,1197.13501300636
Starlunk-30-17,Starlunk-33-16,1803.53495882294
Starlunk-30-17,Starlunk-33-17,1792.85345858877
Starlunk-30-17,Starlunk-65-6,1950.19590739556
Starlunk-30-17,Starlunk-66-6,1366.422708422
Starlunk-30-17,Starlunk-67-6,800.01846494421
Starlunk-30-17,Starlunk-68-5,1999.8457688317
Starlunk-30-17,Starlunk-68-6,362.434113531316
Starlunk-30-17,Starlunk-69-5,1625.16135767259
Starlunk-30-17,Starlunk-69-6,587.340735163557
Starlunk-30-17,Starlunk-70-5,1399.90777809164
Starlunk-30-17,Starlunk-70-6,1131.03306574018
Starlunk-30-17,Starlunk-71-5,1400.12359056348
Starlunk-30-17,Starlunk-71-6,1710.86180713546
Starlunk-30-17,Starlunk-72-5,1625.71759066487
Starlunk-30-17,Starlunk-3-2,1815.34437020951
Starlunk-30-17,Starlunk-4-2,1350.74213797498
Starlunk-30-17,Starlunk-5-2,917.238962996211
Starlunk-30-17,Starlunk-6-2,594.497038640951
Starlunk-30-17,Starlunk-13-20,1941.2626719838
Starlunk-30-17,Starlunk-14-20,1808.73256482942
Starlunk-30-17,Starlunk-15-20,1772.71393395336
Starlunk-30-17,Starlunk-16-20,1839.15364286579
Starlunk-30-17,Starlunk-17-20,1997.39867199635
Starlunk-30-17,Starlunk-20-19,1953.97388861881
Starlunk-30-17,Starlunk-21-19,1935.24226626948
Starlunk-30-17,Starlunk-23-18,1847.72004609007
Starlunk-30-17,Starlunk-24-18,1550.29769207914
Starlunk-30-17,Starlunk-25-18,1337.46883522448
Starlunk-30-17,Starlunk-26-17,1936.70322736235
Starlunk-30-17,Starlunk-26-18,1254.96880423099
Starlunk-30-17,Starlunk-27-17,1455.76245673465
Starlunk-30-17,Starlunk-27-18,1327.93904384533
Starlunk-30-17,Starlunk-28-17,972.050559530275
Starlunk-30-17,Starlunk-28-18,1533.8887467126
Starlunk-30-17,Starlunk-29-17,486.488308838245
Starlunk-30-17,Starlunk-29-18,1827.19424679415
Starlunk-30-17,Starlunk-31-16,1847.51246044984
Starlunk-30-17,Starlunk-31-17,486.48830883824
Starlunk-30-17,Starlunk-32-16,1625.37412859942
Starlunk-30-17,Starlunk-32-17,972.050559530274
Starlunk-30-17,Starlunk-33-16,1551.8259520496
Starlunk-30-17,Starlunk-33-17,1455.76245673464
Starlunk-30-17,Starlunk-34-16,1647.43706989467
Starlunk-30-17,Starlunk-35-16,1886.04571231198
Starlunk-30-18,Starlunk-1-4,1876.07356118518
Starlunk-30-18,Starlunk-1-5,337.801281244063
Starlunk-30-18,Starlunk-2-4,1530.36665750927
Starlunk-30-18,Starlunk-2-5,726.107152587698
Starlunk-30-18,Starlunk-3-4,1313.92606197983
Starlunk-30-18,Starlunk-4-4,1295.17412722019
Starlunk-30-18,Starlunk-25-19,1925.17283981272
Starlunk-30-18,Starlunk-26-19,1676.34039449186
Starlunk-30-18,Starlunk-27-18,1673.77010988161
Starlunk-30-18,Starlunk-27-19,1569.25160794479
Starlunk-30-18,Starlunk-28-18,1117.61995530854
Starlunk-30-18,Starlunk-29-18,559.34234762903
Starlunk-30-18,Starlunk-31-17,1866.52546120068
Starlunk-30-18,Starlunk-31-18,559.342347629157
Starlunk-30-18,Starlunk-32-17,1706.71096404472
Starlunk-30-18,Starlunk-33-17,1735.43551704702
Starlunk-30-18,Starlunk-70-5,1639.10384080987
Starlunk-30-18,Starlunk-71-5,1094.50853952268
Starlunk-30-18,Starlunk-72-5,581.593303412872
Starlunk-30-18,Starlunk-14-20,1964.54879909663
Starlunk-30-18,Starlunk-15-20,1592.63374471918
Starlunk-30-18,Starlunk-16-20,1228.79008240479
Starlunk-30-18,Starlunk-17-20,887.464460925299
Starlunk-30-18,Starlunk-18-20,612.359318602512
Starlunk-30-18,Starlunk-19-20,524.630888388244
Starlunk-30-18,Starlunk-20-19,1934.54669231496
Starlunk-30-18,Starlunk-20-20,699.366285571968
Starlunk-30-18,Starlunk-21-19,1581.01503123052
Starlunk-30-18,Starlunk-21-20,1007.46370128494
Starlunk-30-18,Starlunk-22-19,1243.2862263827
Starlunk-30-18,Starlunk-23-19,942.436522176889
Starlunk-30-18,Starlunk-24-19,729.308533717906
Starlunk-30-18,Starlunk-25-19,692.5209620602
Starlunk-30-18,Starlunk-26-18,1646.24942662864
Starlunk-30-18,Starlunk-26-19,855.375772724136
Starlunk-30-18,Starlunk-27-18,1237.43693708349
Starlunk-30-18,Starlunk-27-19,1134.11627572485
Starlunk-30-18,Starlunk-28-18,826.268915997096
Starlunk-30-18,Starlunk-29-18,413.528045067229
Starlunk-30-18,Starlunk-31-17,1827.19424679415
Starlunk-30-18,Starlunk-31-18,413.528045067226
Starlunk-30-18,Starlunk-32-17,1533.8887467126
Starlunk-30-18,Starlunk-33-17,1327.93904384532
Starlunk-31-12,Starlunk-23-13,1501.7654040449
Starlunk-31-12,Starlunk-24-13,1200.10324846646
Starlunk-31-12,Starlunk-25-13,972.086369598204
Starlunk-31-12,Starlunk-26-13,879.307192377566
Starlunk-31-12,Starlunk-27-13,962.415072665219
Starlunk-31-12,Starlunk-28-13,1184.4711558686
Starlunk-31-12,Starlunk-29-12,750.238368579694
Starlunk-31-12,Starlunk-29-13,1483.15217792263
Starlunk-31-12,Starlunk-30-12,375.476554771293
Starlunk-31-12,Starlunk-30-13,1819.47362562818
Starlunk-31-12,Starlunk-32-12,375.476554771295
Starlunk-31-12,Starlunk-33-12,750.238368579698
Starlunk-31-12,Starlunk-34-12,1123.57206101294
Starlunk-31-12,Starlunk-35-12,1494.76697016819
Starlunk-31-12,Starlunk-27-13,1768.77780464043
Starlunk-31-12,Starlunk-28-13,1626.86093087289
Starlunk-31-12,Starlunk-29-12,1025.60408448129
Starlunk-31-12,Starlunk-29-13,1659.42270252268
Starlunk-31-12,Starlunk-30-12,513.290581138006
Starlunk-31-12,Starlunk-30-13,1857.0897082249
Starlunk-31-12,Starlunk-32-12,513.290581137867
Starlunk-31-12,Starlunk-33-12,1025.60408448115
Starlunk-31-12,Starlunk-34-12,1535.96529215796
Starlunk-31-12,Starlunk-53-7,955.936529123886
Starlunk-31-12,Starlunk-54-7,615.996544526877
Starlunk-31-12,Starlunk-55-6,1673.92743962745
Starlunk-31-12,Starlunk-55-7,586.350685788845
Starlunk-31-12,Starlunk-56-6,1290.83512710361
Starlunk-31-12,Starlunk-56-7,898.416427016633
Starlunk-31-12,Starlunk-57-6,1046.39485482869
Starlunk-31-12,Starlunk-57-7,1328.8943738505
Starlunk-31-12,Starlunk-58-6,1045.19936451878
Starlunk-31-12,Starlunk-58-7,1792.46605521066
Starlunk-31-12,Starlunk-59-6,1287.93358278606
Starlunk-31-12,Starlunk-60-6,1670.21725414291
Starlunk-31-13,Starlunk-25-14,1759.40011671731
Starlunk-31-13,Starlunk-26-14,1508.93079736661
Starlunk-31-13,Starlunk-27-13,1722.02149850841
Starlunk-31-13,Starlunk-27-14,1376.19527496805
Starlunk-31-13,Starlunk-28-13,1294.39255937661
Starlunk-31-13,Starlunk-28-14,1396.25469330699
Starlunk-31-13,Starlunk-29-13,864.299670439429
Starlunk-31-13,Starlunk-29-14,1563.10271523026
Starlunk-31-13,Starlunk-30-13,432.561537956142
Starlunk-31-13,Starlunk-30-14,1836.1493376468
Starlunk-31-13,Starlunk-32-12,1819.47362562818
Starlunk-31-13,Starlunk-32-13,432.561537956146
Starlunk-31-13,Starlunk-33-12,1483.15217792262
Starlunk-31-13,Starlunk-33-13,864.299670439431
Starlunk-31-13,Starlunk-34-12,1184.4711558686
Starlunk-31-13,Starlunk-34-13,1294.39255937662
Starlunk-31-13,Starlunk-35-12,962.415072665206
Starlunk-31-13,Starlunk-35-13,1722.02149850841
Starlunk-31-13,Starlunk-27-14,1992.78479565415
Starlunk-31-13,Starlunk-28-13,1717.26857345047
Starlunk-31-13,Starlunk-28-14,1766.9314728408
Starlunk-31-13,Starlunk-29-13,1146.66501389983
Starlunk-31-13,Starlunk-29-14,1721.86290076169
Starlunk-31-13,Starlunk-30-13,573.878712322936
Starlunk-31-13,Starlunk-30-14,1871.01121131004
Starlunk-31-13,Starlunk-32-12,1857.08970822509
Starlunk-31-13,Starlunk-32-13,573.878712322813
Starlunk-31-13,Starlunk-33-12,1659.42270252285
Starlunk-31-13,Starlunk-33-13,1146.66501389971
Starlunk-31-13,Starlunk-34-12,1626.86093087301
Starlunk-31-13,Starlunk-34-13,1717.26857345034
Starlunk-31-13,Starlunk-35-12,1768.77780464051
Starlunk-31-13,Starlunk-57-6,1892.87477548318
Starlunk-31-13,Starlunk-58-6,1374.13120257042
Starlunk-31-13,Starlunk-59-6,904.721994440636
Starlunk-31-13,Starlunk-60-5,1850.23112255927
Starlunk-31-13,Starlunk-60-6,618.038887358133
Starlunk-31-13,Starlunk-61-5,1419.18221131055
Starlunk-31-13,Starlunk-61-6,762.829933076506
Starlunk-31-13,Starlunk-62-5,1133.04546883134
Starlunk-31-13,Starlunk-62-6,1190.29935903081
Starlunk-31-13,Starlunk-63-5,1112.67910099648
Starlunk-31-13,Starlunk-63-6,1697.15265130374
Starlunk-31-13,Starlunk-64-5,1370.1147685779
Starlunk-31-13,Starlunk-65-5,1787.84975181085
Starlunk-31-14,Starlunk-27-15,1742.99788161466
Starlunk-31-14,Starlunk-28-14,1517.79123572725
Starlunk-31-14,Starlunk-28-15,1611.07745132785
Starlunk-31-14,Starlunk-29-14,1013.46879301185
Starlunk-31-14,Starlunk-29-15,1652.55767061167
Starlunk-31-14,Starlunk-30-14,507.217154847293
Starlunk-31-14,Starlunk-30-15,1855.57005297132
Starlunk-31-14,Starlunk-32-13,1836.1493376468
Starlunk-31-14,Starlunk-32-14,507.217154847296
Starlunk-31-14,Starlunk-33-13,1563.10271523026
Starlunk-31-14,Starlunk-33-14,1013.46879301185
Starlunk-31-14,Starlunk-34-13,1396.254693307
Starlunk-31-14,Starlunk-34-14,1517.79123572726
Starlunk-31-14,Starlunk-35-13,1376.19527496804
Starlunk-31-14,Starlunk-36-13,1508.93079736661
Starlunk-31-14,Starlunk-55-8,1830.5100959813
Starlunk-31-14,Starlunk-56-8,1497.31202487459
Starlunk-31-14,Starlunk-57-8,1302.30060438605
Starlunk-31-14,Starlunk-58-8,1310.36367573048
Starlunk-31-14,Starlunk-59-8,1518.21647651864
Starlunk-31-14,Starlunk-60-8,1858.84299914348
Starlunk-31-14,Starlunk-28-14,1807.55369043195
Starlunk-31-14,Starlunk-28-15,1802.10140120301
Starlunk-31-14,Starlunk-29-14,1206.95074119902
Starlunk-31-14,Starlunk-29-15,1737.6714114256
Starlunk-31-14,Starlunk-30-14,604.050292631509
Starlunk-31-14,Starlunk-30-15,1874.21893273572
Starlunk-31-14,Starlunk-32-13,1871.01121131023
Starlunk-31-14,Starlunk-32-14,604.05029263139
Starlunk-31-14,Starlunk-33-13,1721.86290076186
Starlunk-31-14,Starlunk-33-14,1206.9507411989
Starlunk-31-14,Starlunk-34-13,1766.93147284092
Starlunk-31-14,Starlunk-34-14,1807.55369043183
Starlunk-31-14,Starlunk-35-13,1992.78479565422
Starlunk-31-14,Starlunk-62-5,1816.11115850533
Starlunk-31-14,Starlunk-63-5,1273.31318321992
Starlunk-31-14,Starlunk-64-5,810.267976374203
Starlunk-31-14,Starlunk-65-4,1645.99961647364
Starlunk-31-14,Starlunk-65-5,641.268730486747
Starlunk-31-14,Starlunk-66-4,1265.03606052681
Starlunk-31-14,Starlunk-66-5,941.948821690224
Starlunk-31-14,Starlunk-67-4,1103.68725137468
Starlunk-31-14,Starlunk-67-5,1442.58005685716
Starlunk-31-14,Starlunk-68-4,1251.2599180681
Starlunk-31-14,Starlunk-68-5,1995.85800852999
Starlunk-31-14,Starlunk-69-4,1624.88425869265
Starlunk-31-15,Starlunk-27-16,1980.09123126489
Starlunk-31-15,Starlunk-28-15,1704.9992530912
Starlunk-31-15,Starlunk-28-16,1758.87071619638
Starlunk-31-15,Starlunk-29-15,1138.47246870451
Starlunk-31-15,Starlunk-29-16,1718.20467218357
Starlunk-31-15,Starlunk-30-15,569.778537267205
Starlunk-31-15,Starlunk-30-16,1870.19804106568
Starlunk-31-15,Starlunk-32-14,1855.57005297132
Starlunk-31-15,Starlunk-32-15,569.778537267209
Starlunk-31-15,Starlunk-33-14,1652.55767061167
Starlunk-31-15,Starlunk-33-15,1138.4724687045
Starlunk-31-15,Starlunk-34-14,1611.07745132786
Starlunk-31-15,Starlunk-34-15,1704.9992530912
Starlunk-31-15,Starlunk-35-14,1742.99788161465
Starlunk-31-15,Starlunk-57-8,1829.27999773572
Starlunk-31-15,Starlunk-58-8,1281.49924497446
Starlunk-31-15,Starlunk-59-8,751.009208281806
Starlunk-31-15,Starlunk-60-8,346.113861700698
Starlunk-31-15,Starlunk-61-7,1642.1383155493
Starlunk-31-15,Starlunk-61-8,559.42919168084
Starlunk-31-15,Starlunk-62-7,1407.52047270696
Starlunk-31-15,Starlunk-62-8,1068.66429018617
Starlunk-31-15,Starlunk-63-7,1395.57634370253
Starlunk-31-15,Starlunk-63-8,1612.67852402395
Starlunk-31-15,Starlunk-64-7,1611.34459524784
Starlunk-31-15,Starlunk-65-7,1980.54799401382
Starlunk-31-15,Starlunk-1-3,1400.3477028975
Starlunk-31-15,Starlunk-2-3,1826.8760908814
Starlunk-31-15,Starlunk-27-16,1927.39481690273
Starlunk-31-15,Starlunk-28-15,1786.75131180271
Starlunk-31-15,Starlunk-28-16,1724.80022597736
Starlunk-31-15,Starlunk-29-15,1193.06045044962
Starlunk-31-15,Starlunk-29-16,1701.8539665072
Starlunk-31-15,Starlunk-30-15,597.098530719853
Starlunk-31-15,Starlunk-30-16,1865.35854595204
Starlunk-31-15,Starlunk-32-14,1874.2189327359
Starlunk-31-15,Starlunk-32-15,597.098530719732
Starlunk-31-15,Starlunk-33-14,1737.67141142576
Starlunk-31-15,Starlunk-33-15,1193.0604504495
Starlunk-31-15,Starlunk-34-14,1802.10140120312
Starlunk-31-15,Starlunk-34-15,1786.75131180259
Starlunk-31-15,Starlunk-67-4,1468.01082935988
Starlunk-31-15,Starlunk-68-4,963.041718454109
Starlunk-31-15,Starlunk-69-3,1809.47808165348
Starlunk-31-15,Starlunk-69-4,645.879969164354
Starlunk-31-15,Starlunk-70-3,1386.65816565311
Starlunk-31-15,Starlunk-70-4,792.511291620166
Starlunk-31-15,Starlunk-71-3,1118.45613262574
Starlunk-31-15,Starlunk-71-4,1248.4325423961
Starlunk-31-15,Starlunk-72-3,1124.14148239055
Starlunk-31-15,Starlunk-72-4,1789.3038285492
Starlunk-31-16,Starlunk-28-16,1804.1111556883
Starlunk-31-16,Starlunk-28-17,1803.53495882295
Starlunk-31-16,Starlunk-29-16,1204.65207096718
Starlunk-31-16,Starlunk-29-17,1738.37011706088
Starlunk-31-16,Starlunk-30-16,602.899862561133
Starlunk-31-16,Starlunk-30-17,1874.42615761365
Starlunk-31-16,Starlunk-32-15,1870.19804106568
Starlunk-31-16,Starlunk-32-16,602.899862561133
Starlunk-31-16,Starlunk-33-15,1718.20467218357
Starlunk-31-16,Starlunk-33-16,1204.65207096717
Starlunk-31-16,Starlunk-34-15,1758.87071619638
Starlunk-31-16,Starlunk-34-16,1804.1111556883
Starlunk-31-16,Starlunk-35-15,1980.09123126489
Starlunk-31-16,Starlunk-62-7,1738.86864689685
Starlunk-31-16,Starlunk-63-7,1158.40380855013
Starlunk-31-16,Starlunk-64-7,610.988286995408
Starlunk-31-16,Starlunk-65-6,1853.36705542695
Starlunk-31-16,Starlunk-65-7,353.917583601757
Starlunk-31-16,Starlunk-66-6,1526.495899829
Starlunk-31-16,Starlunk-66-7,774.364316052396
Starlunk-31-16,Starlunk-67-6,1396.22469973607
Starlunk-31-16,Starlunk-67-7,1338.9711214326
Starlunk-31-16,Starlunk-68-6,1515.13306062948
Starlunk-31-16,Starlunk-68-7,1922.44307237031
Starlunk-31-16,Starlunk-69-6,1834.69599519134
Starlunk-31-16,Starlunk-1-3,778.933700937252
Starlunk-31-16,Starlunk-2-2,1689.82229829282
Starlunk-31-16,Starlunk-2-3,613.085239015838
Starlunk-31-16,Starlunk-3-2,1302.77111720273
Starlunk-31-16,Starlunk-3-3,883.954118371771
Starlunk-31-16,Starlunk-4-2,1050.26839542497
Starlunk-31-16,Starlunk-4-3,1349.13146854543
Starlunk-31-16,Starlunk-5-2,1038.06290145812
Starlunk-31-16,Starlunk-5-3,1866.6307264706
Starlunk-31-16,Starlunk-6-2,1273.16111558586
Starlunk-31-16,Starlunk-26-17,1886.04571231197
Starlunk-31-16,Starlunk-27-17,1647.43706989458
Starlunk-31-16,Starlunk-28-16,1659.45233945398
Starlunk-31-16,Starlunk-28-17,1551.8259520496
Starlunk-31-16,Starlunk-29-16,1108.05960657791
Starlunk-31-16,Starlunk-29-17,1625.37412859924
Starlunk-31-16,Starlunk-30-16,554.55761926258
Starlunk-31-16,Starlunk-30-17,1847.51246044984
Starlunk-31-16,Starlunk-32-15,1865.35854595223
Starlunk-31-16,Starlunk-32-16,554.55761926245
Starlunk-31-16,Starlunk-33-15,1701.85396650737
Starlunk-31-16,Starlunk-33-16,1108.05960657777
Starlunk-31-16,Starlunk-34-15,1724.80022597749
Starlunk-31-16,Starlunk-34-16,1659.45233945385
Starlunk-31-16,Starlunk-35-15,1927.3948169028
Starlunk-31-16,Starlunk-71-3,1722.12224082417
Starlunk-31-16,Starlunk-72-3,1213.34680446005
Starlunk-31-17,Starlunk-1-5,1625.71759066478
Starlunk-31-17,Starlunk-27-18,1944.1674728982
Starlunk-31-17,Starlunk-28-17,1792.85345858877
Starlunk-31-17,Starlunk-28-18,1735.43551704703
Starlunk-31-17,Starlunk-29-17,1197.13501300625
Starlunk-31-17,Starlunk-29-18,1706.71096404489
Starlunk-31-17,Starlunk-30-17,599.137752885873
Starlunk-31-17,Starlunk-30-18,1866.52546120068
Starlunk-31-17,Starlunk-32-16,1874.42615761365
Starlunk-31-17,Starlunk-32-17,599.137752885873
Starlunk-31-17,Starlunk-33-16,1738.37011706088
Starlunk-31-17,Starlunk-33-17,1197.13501300624
Starlunk-31-17,Starlunk-34-16,1803.53495882294
Starlunk-31-17,Starlunk-66-6,1950.19590739558
Starlunk-31-17,Starlunk-67-6,1366.42270842211
Starlunk-31-17,Starlunk-68-6,800.018464944264
Starlunk-31-17,Starlunk-69-5,1999.84576883161
Starlunk-31-17,Starlunk-69-6,362.434113531445
Starlunk-31-17,Starlunk-70-5,1625.16135767267
Starlunk-31-17,Starlunk-70-6,587.340735163447
Starlunk-31-17,Starlunk-71-5,1399.90777809151
